rebalance_date,added_codes,removed_codes,kept_codes,replacement_basis,weights_snapshot
2022-05-31,"SK텔레콤(017670), NAVER(035420)",-,"셀트리온(068270), 현대모비스(012330), KB금융(105560)",우위재평가/리밸런싱,"셀트리온(068270) 31.9%, 270d; 현대모비스(012330) 5.8%, 120d; KB금융(105560) 46.5%, 240d; SK텔레콤(017670) 2.1%, 0d; NAVER(035420) 13.7%, 0d"
2022-06-30,"LG화학(051910), 셀트리온(068270)","KB금융(105560), 현대모비스(012330)","NAVER(035420), SK텔레콤(017670)",우위재평가/리밸런싱,"NAVER(035420) 5.7%, 30d; SK텔레콤(017670) 45.7%, 30d; LG화학(051910) 21.3%, 0d; 셀트리온(068270) 27.3%, 300d"
2022-07-31,"NAVER(035420), KB금융(105560)",LG화학(051910),"SK텔레콤(017670), 셀트리온(068270)",우위재평가/리밸런싱,"SK텔레콤(017670) 6.6%, 60d; 셀트리온(068270) 75.2%, 330d; NAVER(035420) 16.5%, 60d; KB금융(105560) 1.7%, 0d"
2022-08-31,"삼성바이오로직스(207940), SK이노베이션(096770)",KB금융(105560),"NAVER(035420), 셀트리온(068270), SK텔레콤(017670)",우위재평가/리밸런싱,"NAVER(035420) 1.1%, 90d; 셀트리온(068270) 52.0%, 360d; SK텔레콤(017670) 23.2%, 90d; 삼성바이오로직스(207940) 6.8%, 0d; SK이노베이션(096770) 16.9%, 0d"
2022-09-30,"삼성전자(005930), LG화학(051910)",SK텔레콤(017670),"셀트리온(068270), 삼성바이오로직스(207940), SK이노베이션(096770), NAVER(035420)",우위재평가/리밸런싱,"셀트리온(068270) 11.7%, 390d; 삼성바이오로직스(207940) 5.5%, 30d; SK이노베이션(096770) 17.1%, 30d; NAVER(035420) 30.6%, 120d; 삼성전자(005930) 15.1%, 0d; LG화학(051910) 20.0%, 0d"
2022-10-31,"KB금융(105560), 현대모비스(012330)","NAVER(035420), SK이노베이션(096770)","셀트리온(068270), 삼성바이오로직스(207940), 삼성전자(005930), LG화학(051910)",우위재평가/리밸런싱,"셀트리온(068270) 16.0%, 420d; 삼성바이오로직스(207940) 5.6%, 60d; 삼성전자(005930) 1.0%, 30d; LG화학(051910) 22.9%, 30d; KB금융(105560) 54.3%, 0d; 현대모비스(012330) 0.2%, 0d"
2022-11-30,"SK이노베이션(096770), SK텔레콤(017670)","LG화학(051910), 삼성전자(005930)","현대모비스(012330), KB금융(105560), 삼성바이오로직스(207940), 셀트리온(068270)",우위재평가/리밸런싱,"현대모비스(012330) 37.5%, 30d; KB금융(105560) 11.7%, 30d; 삼성바이오로직스(207940) 25.0%, 90d; 셀트리온(068270) 20.9%, 450d; SK이노베이션(096770) 4.2%, 0d; SK텔레콤(017670) 0.7%, 0d"
2022-12-31,"삼성전자(005930), NAVER(035420)","삼성바이오로직스(207940), 셀트리온(068270), KB금융(105560), SK이노베이션(096770)","현대모비스(012330), SK텔레콤(017670)",우위재평가/리밸런싱,"현대모비스(012330) 20.3%, 60d; SK텔레콤(017670) 10.0%, 30d; 삼성전자(005930) 2.1%, 0d; NAVER(035420) 67.6%, 0d"
2023-01-31,셀트리온(068270),"SK텔레콤(017670), 현대모비스(012330)","NAVER(035420), 삼성전자(005930)",우위재평가/리밸런싱,"NAVER(035420) 28.9%, 30d; 삼성전자(005930) 25.0%, 30d; 셀트리온(068270) 46.1%, 0d"
2023-02-28,"HD현대중공업(329180), 현대모비스(012330)",셀트리온(068270),"NAVER(035420), 삼성전자(005930)",우위재평가/리밸런싱,"NAVER(035420) 19.0%, 60d; 삼성전자(005930) 32.7%, 60d; HD현대중공업(329180) 32.9%, 0d; 현대모비스(012330) 15.4%, 0d"
2023-03-31,"셀트리온(068270), 현대일렉트릭(267260)",NAVER(035420),"현대모비스(012330), 삼성전자(005930), HD현대중공업(329180)",우위재평가/리밸런싱,"현대모비스(012330) 51.7%, 30d; 삼성전자(005930) 31.0%, 90d; HD현대중공업(329180) 9.3%, 30d; 셀트리온(068270) 5.8%, 0d; 현대일렉트릭(267260) 2.2%, 0d"
2023-04-30,"삼성바이오로직스(207940), LG화학(051910)","현대모비스(012330), HD현대중공업(329180)","현대일렉트릭(267260), 삼성전자(005930), 셀트리온(068270)",우위재평가/리밸런싱,"현대일렉트릭(267260) 4.1%, 30d; 삼성전자(005930) 37.4%, 120d; 셀트리온(068270) 27.1%, 30d; 삼성바이오로직스(207940) 25.6%, 0d; LG화학(051910) 5.8%, 0d"
2023-05-31,LG화학(051910),"삼성바이오로직스(207940), 셀트리온(068270)","현대일렉트릭(267260), 삼성전자(005930)",우위재평가/리밸런싱,"현대일렉트릭(267260) 58.1%, 60d; 삼성전자(005930) 40.4%, 150d; LG화학(051910) 1.5%, 30d"
2023-06-30,"삼성바이오로직스(207940), SK하이닉스(000660)",-,"현대일렉트릭(267260), 삼성전자(005930), LG화학(051910)",우위재평가/리밸런싱,"현대일렉트릭(267260) 43.5%, 90d; 삼성전자(005930) 6.8%, 180d; LG화학(051910) 14.0%, 60d; 삼성바이오로직스(207940) 1.7%, 0d; SK하이닉스(000660) 34.0%, 0d"
2023-07-31,삼성전자(005930),"현대일렉트릭(267260), 삼성바이오로직스(207940)","SK하이닉스(000660), LG화학(051910)",우위재평가/리밸런싱,"SK하이닉스(000660) 0.3%, 30d; LG화학(051910) 50.7%, 90d; 삼성전자(005930) 49.0%, 210d"
2023-08-31,"HD현대중공업(329180), KB금융(105560), NAVER(035420)",-,"SK하이닉스(000660), 삼성전자(005930), LG화학(051910)",우위재평가/리밸런싱,"SK하이닉스(000660) 9.4%, 60d; 삼성전자(005930) 18.3%, 240d; LG화학(051910) 3.1%, 120d; HD현대중공업(329180) 8.0%, 0d; KB금융(105560) 53.6%, 0d; NAVER(035420) 7.6%, 0d"
2023-09-30,현대일렉트릭(267260),"SK하이닉스(000660), LG화학(051910), KB금융(105560), HD현대중공업(329180)","삼성전자(005930), NAVER(035420)",우위재평가/리밸런싱,"삼성전자(005930) 40.3%, 270d; NAVER(035420) 36.5%, 30d; 현대일렉트릭(267260) 23.2%, 0d"
2023-10-31,"현대모비스(012330), LG화학(051910)",-,"삼성전자(005930), NAVER(035420), 현대일렉트릭(267260)",우위재평가/리밸런싱,"삼성전자(005930) 21.2%, 300d; NAVER(035420) 34.4%, 60d; 현대일렉트릭(267260) 27.3%, 30d; 현대모비스(012330) 15.4%, 0d; LG화학(051910) 1.7%, 0d"
2023-11-30,"SK이노베이션(096770), 삼성바이오로직스(207940)","현대일렉트릭(267260), 삼성전자(005930), 현대모비스(012330)","NAVER(035420), LG화학(051910)",우위재평가/리밸런싱,"NAVER(035420) 65.4%, 90d; LG화학(051910) 8.2%, 30d; SK이노베이션(096770) 2.9%, 0d; 삼성바이오로직스(207940) 23.5%, 0d"
2023-12-31,현대일렉트릭(267260),"삼성바이오로직스(207940), SK이노베이션(096770)","NAVER(035420), LG화학(051910)",우위재평가/리밸런싱,"NAVER(035420) 2.1%, 120d; LG화학(051910) 47.9%, 60d; 현대일렉트릭(267260) 50.0%, 0d"
2024-01-31,"삼성바이오로직스(207940), KB금융(105560), SK하이닉스(000660)",-,"현대일렉트릭(267260), LG화학(051910), NAVER(035420)",우위재평가/리밸런싱,"현대일렉트릭(267260) 7.4%, 30d; LG화학(051910) 24.9%, 90d; NAVER(035420) 4.3%, 150d; 삼성바이오로직스(207940) 13.4%, 0d; KB금융(105560) 42.7%, 0d; SK하이닉스(000660) 7.3%, 0d"
2024-02-29,"NAVER(035420), 삼성바이오로직스(207940)",SK하이닉스(000660),"현대일렉트릭(267260), KB금융(105560), LG화학(051910)",우위재평가/리밸런싱,"현대일렉트릭(267260) 46.8%, 60d; KB금융(105560) 8.1%, 30d; LG화학(051910) 0.4%, 120d; NAVER(035420) 28.0%, 180d; 삼성바이오로직스(207940) 16.7%, 30d"
2024-03-31,"SK하이닉스(000660), SK텔레콤(017670)",NAVER(035420),"LG화학(051910), KB금융(105560), 삼성바이오로직스(207940), 현대일렉트릭(267260)",우위재평가/리밸런싱,"LG화학(051910) 28.4%, 150d; KB금융(105560) 20.4%, 60d; 삼성바이오로직스(207940) 9.3%, 60d; 현대일렉트릭(267260) 26.2%, 90d; SK하이닉스(000660) 2.5%, 0d; SK텔레콤(017670) 13.2%, 0d"
2024-04-30,"셀트리온(068270), 삼성전자(005930)","현대일렉트릭(267260), SK하이닉스(000660), LG화학(051910), SK텔레콤(017670)","KB금융(105560), 삼성바이오로직스(207940)",우위재평가/리밸런싱,"KB금융(105560) 9.1%, 90d; 삼성바이오로직스(207940) 36.6%, 90d; 셀트리온(068270) 42.8%, 0d; 삼성전자(005930) 11.5%, 0d"
2024-05-31,"HD현대중공업(329180), SK하이닉스(000660)",-,"셀트리온(068270), KB금융(105560), 삼성전자(005930), 삼성바이오로직스(207940)",우위재평가/리밸런싱,"셀트리온(068270) 6.7%, 30d; KB금융(105560) 22.3%, 120d; 삼성전자(005930) 12.3%, 30d; 삼성바이오로직스(207940) 2.8%, 120d; HD현대중공업(329180) 1.5%, 0d; SK하이닉스(000660) 54.4%, 0d"
2024-06-30,"현대모비스(012330), LG화학(051910)","삼성전자(005930), HD현대중공업(329180)","SK하이닉스(000660), 삼성바이오로직스(207940), KB금융(105560), 셀트리온(068270)",우위재평가/리밸런싱,"SK하이닉스(000660) 21.6%, 30d; 삼성바이오로직스(207940) 0.8%, 150d; KB금융(105560) 14.7%, 150d; 셀트리온(068270) 31.4%, 60d; 현대모비스(012330) 27.2%, 0d; LG화학(051910) 4.3%, 0d"
2024-07-31,"SK이노베이션(096770), LG화학(051910)",SK하이닉스(000660),"셀트리온(068270), 현대모비스(012330), KB금융(105560), 삼성바이오로직스(207940)",우위재평가/리밸런싱,"셀트리온(068270) 3.6%, 90d; 현대모비스(012330) 9.9%, 30d; KB금융(105560) 10.6%, 180d; 삼성바이오로직스(207940) 18.0%, 180d; SK이노베이션(096770) 33.8%, 0d; LG화학(051910) 24.1%, 30d"
2024-08-31,"삼성전자(005930), SK하이닉스(000660)","셀트리온(068270), KB금융(105560), 현대모비스(012330)","삼성바이오로직스(207940), SK이노베이션(096770), LG화학(051910)",우위재평가/리밸런싱,"삼성바이오로직스(207940) 28.5%, 210d; SK이노베이션(096770) 1.5%, 30d; LG화학(051910) 9.0%, 60d; 삼성전자(005930) 20.3%, 0d; SK하이닉스(000660) 40.7%, 0d"
2024-09-30,"현대일렉트릭(267260), 현대모비스(012330)","SK하이닉스(000660), LG화학(051910)","삼성전자(005930), SK이노베이션(096770), 삼성바이오로직스(207940)",우위재평가/리밸런싱,"삼성전자(005930) 41.5%, 30d; SK이노베이션(096770) 3.2%, 60d; 삼성바이오로직스(207940) 17.5%, 240d; 현대일렉트릭(267260) 22.3%, 0d; 현대모비스(012330) 15.5%, 0d"
2024-10-31,"KB금융(105560), 셀트리온(068270)","현대일렉트릭(267260), 삼성전자(005930)","현대모비스(012330), SK이노베이션(096770), 삼성바이오로직스(207940)",우위재평가/리밸런싱,"현대모비스(012330) 28.6%, 30d; SK이노베이션(096770) 0.8%, 90d; 삼성바이오로직스(207940) 47.7%, 270d; KB금융(105560) 13.8%, 0d; 셀트리온(068270) 9.1%, 0d"
2024-11-30,"SK하이닉스(000660), 현대일렉트릭(267260)",셀트리온(068270),"현대모비스(012330), KB금융(105560), 삼성바이오로직스(207940), SK이노베이션(096770)",우위재평가/리밸런싱,"현대모비스(012330) 2.8%, 60d; KB금융(105560) 4.6%, 30d; 삼성바이오로직스(207940) 5.0%, 300d; SK이노베이션(096770) 9.0%, 120d; SK하이닉스(000660) 2.7%, 0d; 현대일렉트릭(267260) 75.9%, 0d"
2024-12-31,"셀트리온(068270), 삼성전자(005930)","SK하이닉스(000660), KB금융(105560), SK이노베이션(096770), 현대모비스(012330)","현대일렉트릭(267260), 삼성바이오로직스(207940)",우위재평가/리밸런싱,"현대일렉트릭(267260) 18.2%, 30d; 삼성바이오로직스(207940) 35.4%, 330d; 셀트리온(068270) 15.8%, 0d; 삼성전자(005930) 30.6%, 0d"
2025-01-31,"HD현대중공업(329180), 현대모비스(012330)",-,"셀트리온(068270), 삼성바이오로직스(207940), 삼성전자(005930), 현대일렉트릭(267260)",우위재평가/리밸런싱,"셀트리온(068270) 35.5%, 30d; 삼성바이오로직스(207940) 30.5%, 360d; 삼성전자(005930) 16.7%, 30d; 현대일렉트릭(267260) 1.5%, 60d; HD현대중공업(329180) 14.0%, 0d; 현대모비스(012330) 1.8%, 0d"
2025-02-28,"셀트리온(068270), 삼성바이오로직스(207940)",삼성전자(005930),"현대일렉트릭(267260), 현대모비스(012330), HD현대중공업(329180)",우위재평가/리밸런싱,"현대일렉트릭(267260) 29.3%, 90d; 현대모비스(012330) 6.2%, 30d; HD현대중공업(329180) 34.9%, 30d; 셀트리온(068270) 2.7%, 60d; 삼성바이오로직스(207940) 26.9%, 390d"
2025-03-31,"삼성바이오로직스(207940), SK텔레콤(017670)",현대일렉트릭(267260),"HD현대중공업(329180), 현대모비스(012330), 셀트리온(068270)",우위재평가/리밸런싱,"HD현대중공업(329180) 30.6%, 60d; 현대모비스(012330) 23.3%, 60d; 셀트리온(068270) 25.8%, 90d; 삼성바이오로직스(207940) 12.9%, 420d; SK텔레콤(017670) 7.4%, 0d"
2025-04-30,"NAVER(035420), 삼성전자(005930)",셀트리온(068270),"삼성바이오로직스(207940), SK텔레콤(017670), 현대모비스(012330), HD현대중공업(329180)",우위재평가/리밸런싱,"삼성바이오로직스(207940) 44.5%, 450d; SK텔레콤(017670) 5.1%, 30d; 현대모비스(012330) 33.6%, 90d; HD현대중공업(329180) 4.6%, 90d; NAVER(035420) 8.6%, 0d; 삼성전자(005930) 3.6%, 0d"
2025-05-31,"셀트리온(068270), LG화학(051910)","NAVER(035420), SK텔레콤(017670), 현대모비스(012330)","HD현대중공업(329180), 삼성전자(005930), 삼성바이오로직스(207940)",우위재평가/리밸런싱,"HD현대중공업(329180) 9.0%, 120d; 삼성전자(005930) 27.8%, 30d; 삼성바이오로직스(207940) 2.4%, 480d; 셀트리온(068270) 25.4%, 0d; LG화학(051910) 35.4%, 0d"
2025-06-30,"현대모비스(012330), SK이노베이션(096770)",삼성전자(005930),"삼성바이오로직스(207940), LG화학(051910), HD현대중공업(329180), 셀트리온(068270)",우위재평가/리밸런싱,"삼성바이오로직스(207940) 0.5%, 510d; LG화학(051910) 12.9%, 30d; HD현대중공업(329180) 15.1%, 150d; 셀트리온(068270) 35.3%, 30d; 현대모비스(012330) 35.8%, 0d; SK이노베이션(096770) 0.4%, 0d"
2025-07-31,"SK하이닉스(000660), NAVER(035420)","삼성바이오로직스(207940), LG화학(051910)","HD현대중공업(329180), 셀트리온(068270), SK이노베이션(096770), 현대모비스(012330)",우위재평가/리밸런싱,"HD현대중공업(329180) 11.8%, 180d; 셀트리온(068270) 12.2%, 60d; SK이노베이션(096770) 49.7%, 30d; 현대모비스(012330) 3.6%, 30d; SK하이닉스(000660) 15.4%, 0d; NAVER(035420) 7.3%, 0d"
2025-08-31,"SK하이닉스(000660), 삼성바이오로직스(207940)","NAVER(035420), 현대모비스(012330)","SK이노베이션(096770), HD현대중공업(329180), 셀트리온(068270)",우위재평가/리밸런싱,"SK이노베이션(096770) 12.9%, 60d; HD현대중공업(329180) 16.6%, 210d; 셀트리온(068270) 48.9%, 90d; SK하이닉스(000660) 5.0%, 30d; 삼성바이오로직스(207940) 16.6%, 0d"
2025-09-30,"현대일렉트릭(267260), 현대모비스(012330)","셀트리온(068270), HD현대중공업(329180)","삼성바이오로직스(207940), SK하이닉스(000660), SK이노베이션(096770)",우위재평가/리밸런싱,"삼성바이오로직스(207940) 18.4%, 30d; SK하이닉스(000660) 15.8%, 60d; SK이노베이션(096770) 4.5%, 90d; 현대일렉트릭(267260) 48.9%, 0d; 현대모비스(012330) 12.4%, 0d"
2025-10-31,"NAVER(035420), HD현대중공업(329180)","SK하이닉스(000660), SK이노베이션(096770), 현대모비스(012330)","삼성바이오로직스(207940), 현대일렉트릭(267260)",우위재평가/리밸런싱,"삼성바이오로직스(207940) 0.9%, 60d; 현대일렉트릭(267260) 32.4%, 30d; NAVER(035420) 7.5%, 0d; HD현대중공업(329180) 59.2%, 0d"
2025-11-30,"SK텔레콤(017670), LG화학(051910)",삼성바이오로직스(207940),"HD현대중공업(329180), 현대일렉트릭(267260), NAVER(035420)",우위재평가/리밸런싱,"HD현대중공업(329180) 0.3%, 30d; 현대일렉트릭(267260) 8.1%, 60d; NAVER(035420) 44.9%, 30d; SK텔레콤(017670) 26.9%, 0d; LG화학(051910) 19.8%, 0d"
2025-12-31,"삼성바이오로직스(207940), SK이노베이션(096770)",SK텔레콤(017670),"현대일렉트릭(267260), NAVER(035420), LG화학(051910), HD현대중공업(329180)",우위재평가/리밸런싱,"현대일렉트릭(267260) 17.8%, 90d; NAVER(035420) 2.2%, 60d; LG화학(051910) 34.3%, 30d; HD현대중공업(329180) 3.5%, 60d; 삼성바이오로직스(207940) 35.0%, 0d; SK이노베이션(096770) 7.2%, 0d"
2026-01-31,"셀트리온(068270), SK텔레콤(017670)","현대일렉트릭(267260), NAVER(035420), SK이노베이션(096770)","LG화학(051910), HD현대중공업(329180), 삼성바이오로직스(207940)",우위재평가/리밸런싱,"LG화학(051910) 39.4%, 60d; HD현대중공업(329180) 5.2%, 90d; 삼성바이오로직스(207940) 15.9%, 30d; 셀트리온(068270) 18.2%, 0d; SK텔레콤(017670) 21.3%, 0d"
