rebalance_date,added_codes,removed_codes,kept_codes,replacement_basis,weights_snapshot,soft_stage,cooldown_guard,monthly_replacement_cap
2021-09-30,"LG화학(051910), 셀트리온(068270), 삼성바이오로직스(207940)",-,"SK하이닉스(000660), KB금융(105560), 삼성전자(005930)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 2.7%, 300d; KB금융(105560) 30.4%, 150d; 삼성전자(005930) 25.5%, 30d; LG화학(051910) 12.0%, 0d; 셀트리온(068270) 24.3%, 0d; 삼성바이오로직스(207940) 5.1%, 0d",N,N,20%
2021-10-31,-,LG화학(051910),"삼성전자(005930), 셀트리온(068270), 삼성바이오로직스(207940), SK하이닉스(000660), KB금융(105560)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 6.1%, 60d; 셀트리온(068270) 7.5%, 30d; 삼성바이오로직스(207940) 13.3%, 30d; SK하이닉스(000660) 11.7%, 330d; KB금융(105560) 61.4%, 180d",Y,N,20%
2021-11-30,-,SK하이닉스(000660),"삼성전자(005930), 삼성바이오로직스(207940), 셀트리온(068270), KB금융(105560)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 8.3%, 90d; 삼성바이오로직스(207940) 33.5%, 60d; 셀트리온(068270) 7.1%, 60d; KB금융(105560) 51.1%, 210d",Y,N,20%
2021-12-31,SK이노베이션(096770),-,"삼성전자(005930), 셀트리온(068270), 삼성바이오로직스(207940), KB금융(105560)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 28.5%, 120d; 셀트리온(068270) 35.0%, 90d; 삼성바이오로직스(207940) 6.1%, 90d; KB금융(105560) 0.5%, 240d; SK이노베이션(096770) 29.9%, 0d",N,N,20%
2022-01-31,현대모비스(012330),-,"삼성전자(005930), 삼성바이오로직스(207940), 셀트리온(068270), SK이노베이션(096770), KB금융(105560)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 38.8%, 150d; 삼성바이오로직스(207940) 1.9%, 120d; 셀트리온(068270) 1.7%, 120d; SK이노베이션(096770) 4.7%, 30d; KB금융(105560) 38.2%, 270d; 현대모비스(012330) 14.7%, 0d",N,N,20%
2022-02-28,-,셀트리온(068270),"삼성전자(005930), 삼성바이오로직스(207940), SK이노베이션(096770), KB금융(105560), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 20.5%, 180d; 삼성바이오로직스(207940) 6.6%, 150d; SK이노베이션(096770) 5.8%, 60d; KB금융(105560) 24.8%, 300d; 현대모비스(012330) 42.3%, 30d",Y,N,20%
2022-03-31,현대일렉트릭(267260),-,"삼성전자(005930), 삼성바이오로직스(207940), SK이노베이션(096770), KB금융(105560), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 8.5%, 210d; 삼성바이오로직스(207940) 24.7%, 180d; SK이노베이션(096770) 1.2%, 90d; KB금융(105560) 50.3%, 330d; 현대모비스(012330) 15.2%, 60d; 현대일렉트릭(267260) 0.1%, 0d",N,N,20%
2022-04-30,-,현대모비스(012330),"삼성전자(005930), 삼성바이오로직스(207940), SK이노베이션(096770), KB금융(105560), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 26.7%, 240d; 삼성바이오로직스(207940) 17.8%, 210d; SK이노베이션(096770) 2.7%, 120d; KB금융(105560) 17.0%, 360d; 현대일렉트릭(267260) 35.8%, 30d",Y,N,20%
2022-05-31,NAVER(035420),SK이노베이션(096770),"삼성전자(005930), 삼성바이오로직스(207940), KB금융(105560), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 1.2%, 270d; 삼성바이오로직스(207940) 55.8%, 240d; KB금융(105560) 3.2%, 390d; 현대일렉트릭(267260) 34.7%, 60d; NAVER(035420) 5.1%, 0d",Y,N,20%
2022-06-30,셀트리온(068270),현대일렉트릭(267260),"삼성전자(005930), 삼성바이오로직스(207940), KB금융(105560), NAVER(035420)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 65.7%, 300d; 삼성바이오로직스(207940) 13.4%, 270d; KB금융(105560) 10.3%, 420d; NAVER(035420) 8.9%, 30d; 셀트리온(068270) 1.7%, 0d",Y,N,20%
2022-07-31,-,셀트리온(068270),"삼성전자(005930), 삼성바이오로직스(207940), KB금융(105560), NAVER(035420)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 5.6%, 330d; 삼성바이오로직스(207940) 8.2%, 300d; KB금융(105560) 75.5%, 450d; NAVER(035420) 10.7%, 60d",Y,N,20%
2022-08-31,SK하이닉스(000660),삼성전자(005930),"NAVER(035420), 삼성바이오로직스(207940), KB금융(105560)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"NAVER(035420) 14.3%, 90d; 삼성바이오로직스(207940) 30.7%, 330d; KB금융(105560) 27.6%, 480d; SK하이닉스(000660) 27.4%, 0d",Y,N,20%
2022-09-30,-,NAVER(035420),"SK하이닉스(000660), KB금융(105560), 삼성바이오로직스(207940)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 2.0%, 30d; KB금융(105560) 26.9%, 510d; 삼성바이오로직스(207940) 71.1%, 360d",Y,N,20%
2022-10-31,셀트리온(068270),삼성바이오로직스(207940),"SK하이닉스(000660), KB금융(105560)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 24.8%, 60d; KB금융(105560) 32.6%, 540d; 셀트리온(068270) 42.6%, 0d",Y,N,20%
2022-11-30,"현대모비스(012330), SK이노베이션(096770)",-,"SK하이닉스(000660), KB금융(105560), 셀트리온(068270)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 2.6%, 90d; KB금융(105560) 21.9%, 570d; 셀트리온(068270) 2.2%, 30d; 현대모비스(012330) 55.0%, 0d; SK이노베이션(096770) 18.3%, 0d",N,N,20%
2022-12-31,SK텔레콤(017670),SK이노베이션(096770),"셀트리온(068270), SK하이닉스(000660), KB금융(105560), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"셀트리온(068270) 15.2%, 60d; SK하이닉스(000660) 3.2%, 120d; KB금융(105560) 7.2%, 600d; 현대모비스(012330) 54.0%, 30d; SK텔레콤(017670) 20.4%, 0d",Y,N,20%
2023-01-31,NAVER(035420),-,"셀트리온(068270), SK하이닉스(000660), KB금융(105560), SK텔레콤(017670), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"셀트리온(068270) 3.0%, 90d; SK하이닉스(000660) 15.3%, 150d; KB금융(105560) 28.1%, 630d; SK텔레콤(017670) 38.5%, 30d; 현대모비스(012330) 10.7%, 60d; NAVER(035420) 4.4%, 0d",N,N,20%
2023-02-28,-,현대모비스(012330),"셀트리온(068270), SK하이닉스(000660), KB금융(105560), NAVER(035420), SK텔레콤(017670)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"셀트리온(068270) 29.3%, 120d; SK하이닉스(000660) 17.3%, 180d; KB금융(105560) 12.9%, 660d; NAVER(035420) 9.9%, 30d; SK텔레콤(017670) 30.6%, 60d",Y,N,20%
2023-03-31,-,셀트리온(068270),"SK하이닉스(000660), KB금융(105560), NAVER(035420), SK텔레콤(017670)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 13.2%, 210d; KB금융(105560) 0.7%, 690d; NAVER(035420) 74.9%, 60d; SK텔레콤(017670) 11.2%, 90d",Y,N,20%
2023-04-30,현대일렉트릭(267260),-,"SK하이닉스(000660), KB금융(105560), NAVER(035420), SK텔레콤(017670)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 61.1%, 240d; KB금융(105560) 8.6%, 720d; NAVER(035420) 18.4%, 90d; SK텔레콤(017670) 10.6%, 120d; 현대일렉트릭(267260) 1.3%, 0d",N,N,20%
2023-05-31,-,NAVER(035420),"SK하이닉스(000660), KB금융(105560), SK텔레콤(017670), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 31.0%, 270d; KB금융(105560) 64.7%, 750d; SK텔레콤(017670) 2.8%, 150d; 현대일렉트릭(267260) 1.5%, 30d",Y,N,20%
2023-06-30,NAVER(035420),-,"SK하이닉스(000660), KB금융(105560), 현대일렉트릭(267260), SK텔레콤(017670)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 5.3%, 300d; KB금융(105560) 52.7%, 780d; 현대일렉트릭(267260) 22.2%, 60d; SK텔레콤(017670) 10.1%, 180d; NAVER(035420) 9.7%, 0d",N,N,20%
2023-07-31,-,NAVER(035420),"SK하이닉스(000660), KB금융(105560), SK텔레콤(017670), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 30.7%, 330d; KB금융(105560) 12.2%, 810d; SK텔레콤(017670) 4.5%, 210d; 현대일렉트릭(267260) 52.6%, 90d",Y,N,20%
2023-08-31,HD현대중공업(329180),현대일렉트릭(267260),"SK하이닉스(000660), KB금융(105560), SK텔레콤(017670)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 4.2%, 360d; KB금융(105560) 29.5%, 840d; SK텔레콤(017670) 63.7%, 240d; HD현대중공업(329180) 2.6%, 0d",Y,N,20%
2023-09-30,현대일렉트릭(267260),-,"SK하이닉스(000660), KB금융(105560), SK텔레콤(017670), HD현대중공업(329180)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 8.5%, 390d; KB금융(105560) 8.1%, 870d; SK텔레콤(017670) 2.2%, 270d; HD현대중공업(329180) 23.0%, 30d; 현대일렉트릭(267260) 58.2%, 0d",N,N,20%
2023-10-31,-,SK텔레콤(017670),"HD현대중공업(329180), SK하이닉스(000660), KB금융(105560), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"HD현대중공업(329180) 10.4%, 60d; SK하이닉스(000660) 17.0%, 420d; KB금융(105560) 29.8%, 900d; 현대일렉트릭(267260) 42.8%, 30d",Y,N,20%
2023-11-30,삼성전자(005930),KB금융(105560),"SK하이닉스(000660), HD현대중공업(329180), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 37.4%, 450d; HD현대중공업(329180) 38.2%, 90d; 현대일렉트릭(267260) 7.2%, 60d; 삼성전자(005930) 17.2%, 0d",Y,N,20%
2023-12-31,SK텔레콤(017670),-,"SK하이닉스(000660), HD현대중공업(329180), 현대일렉트릭(267260), 삼성전자(005930)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 9.6%, 480d; HD현대중공업(329180) 7.0%, 120d; 현대일렉트릭(267260) 3.3%, 90d; 삼성전자(005930) 26.3%, 30d; SK텔레콤(017670) 53.8%, 0d",N,N,20%
2024-01-31,현대모비스(012330),SK텔레콤(017670),"삼성전자(005930), HD현대중공업(329180), SK하이닉스(000660), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 32.7%, 60d; HD현대중공업(329180) 39.4%, 150d; SK하이닉스(000660) 17.4%, 510d; 현대일렉트릭(267260) 3.4%, 120d; 현대모비스(012330) 7.1%, 0d",Y,N,20%
2024-02-29,-,삼성전자(005930),"HD현대중공업(329180), SK하이닉스(000660), 현대모비스(012330), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"HD현대중공업(329180) 26.2%, 180d; SK하이닉스(000660) 1.2%, 540d; 현대모비스(012330) 17.2%, 30d; 현대일렉트릭(267260) 55.4%, 150d",Y,N,20%
2024-03-31,현대모비스(012330),현대모비스(012330),"SK하이닉스(000660), HD현대중공업(329180), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 22.9%, 570d; HD현대중공업(329180) 24.3%, 210d; 현대일렉트릭(267260) 13.6%, 180d; 현대모비스(012330) 39.2%, 60d",Y,N,20%
2024-04-30,"삼성전자(005930), NAVER(035420)",-,"SK하이닉스(000660), HD현대중공업(329180), 현대모비스(012330), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"SK하이닉스(000660) 18.0%, 600d; HD현대중공업(329180) 2.6%, 240d; 현대모비스(012330) 13.2%, 0d; 현대일렉트릭(267260) 23.3%, 210d; 삼성전자(005930) 2.0%, 0d; NAVER(035420) 40.9%, 0d",N,Y,20%
2024-05-31,삼성전자(005930),삼성전자(005930),"HD현대중공업(329180), SK하이닉스(000660), NAVER(035420), 현대모비스(012330), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"HD현대중공업(329180) 8.1%, 270d; SK하이닉스(000660) 8.9%, 630d; NAVER(035420) 10.3%, 30d; 현대모비스(012330) 18.2%, 30d; 현대일렉트릭(267260) 23.6%, 240d; 삼성전자(005930) 30.9%, 30d",Y,N,20%
2024-06-30,SK텔레콤(017670),현대일렉트릭(267260),"삼성전자(005930), HD현대중공업(329180), SK하이닉스(000660), NAVER(035420), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 42.3%, 0d; HD현대중공업(329180) 23.4%, 300d; SK하이닉스(000660) 8.4%, 660d; NAVER(035420) 24.6%, 60d; 현대모비스(012330) 0.3%, 60d; SK텔레콤(017670) 1.0%, 0d",Y,Y,20%
2024-07-31,현대일렉트릭(267260),SK텔레콤(017670),"삼성전자(005930), HD현대중공업(329180), SK하이닉스(000660), NAVER(035420), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 38.5%, 30d; HD현대중공업(329180) 1.4%, 330d; SK하이닉스(000660) 11.2%, 690d; NAVER(035420) 6.6%, 90d; 현대모비스(012330) 0.0%, 90d; 현대일렉트릭(267260) 42.3%, 0d",Y,N,20%
2024-08-31,SK하이닉스(000660),SK하이닉스(000660),"삼성전자(005930), HD현대중공업(329180), NAVER(035420), 현대모비스(012330), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 2.2%, 60d; HD현대중공업(329180) 8.8%, 360d; NAVER(035420) 33.5%, 120d; 현대모비스(012330) 0.5%, 120d; 현대일렉트릭(267260) 44.7%, 30d; SK하이닉스(000660) 10.3%, 720d",Y,N,20%
2024-09-30,-,HD현대중공업(329180),"삼성전자(005930), SK하이닉스(000660), NAVER(035420), 현대모비스(012330), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 1.1%, 90d; SK하이닉스(000660) 4.5%, 0d; NAVER(035420) 55.7%, 150d; 현대모비스(012330) 2.8%, 150d; 현대일렉트릭(267260) 35.9%, 60d",Y,Y,20%
2024-10-31,-,SK하이닉스(000660),"삼성전자(005930), NAVER(035420), 현대모비스(012330), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 7.8%, 120d; NAVER(035420) 7.1%, 180d; 현대모비스(012330) 64.3%, 180d; 현대일렉트릭(267260) 20.8%, 90d",Y,N,20%
2024-11-30,SK이노베이션(096770),현대모비스(012330),"삼성전자(005930), NAVER(035420), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 6.1%, 150d; NAVER(035420) 42.9%, 210d; 현대일렉트릭(267260) 24.0%, 120d; SK이노베이션(096770) 27.0%, 0d",Y,N,20%
2024-12-31,"LG화학(051910), 현대모비스(012330)",-,"삼성전자(005930), SK이노베이션(096770), NAVER(035420), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 4.4%, 180d; SK이노베이션(096770) 26.2%, 30d; NAVER(035420) 39.8%, 240d; 현대일렉트릭(267260) 10.3%, 150d; LG화학(051910) 5.9%, 0d; 현대모비스(012330) 13.4%, 0d",N,N,20%
2025-01-31,현대모비스(012330),현대모비스(012330),"삼성전자(005930), LG화학(051910), SK이노베이션(096770), NAVER(035420), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 8.1%, 210d; LG화학(051910) 3.4%, 30d; SK이노베이션(096770) 30.5%, 60d; NAVER(035420) 33.2%, 270d; 현대일렉트릭(267260) 9.4%, 180d; 현대모비스(012330) 15.4%, 30d",Y,N,20%
2025-02-28,-,현대일렉트릭(267260),"삼성전자(005930), LG화학(051910), SK이노베이션(096770), NAVER(035420), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 15.5%, 240d; LG화학(051910) 0.4%, 60d; SK이노베이션(096770) 15.2%, 90d; NAVER(035420) 3.6%, 300d; 현대모비스(012330) 65.3%, 0d",Y,Y,20%
2025-03-31,삼성바이오로직스(207940),NAVER(035420),"삼성전자(005930), LG화학(051910), SK이노베이션(096770), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 44.8%, 270d; LG화학(051910) 30.5%, 90d; SK이노베이션(096770) 1.7%, 120d; 현대모비스(012330) 19.0%, 30d; 삼성바이오로직스(207940) 4.0%, 0d",Y,N,20%
2025-04-30,LG화학(051910),LG화학(051910),"삼성전자(005930), 삼성바이오로직스(207940), SK이노베이션(096770), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 47.0%, 300d; 삼성바이오로직스(207940) 16.3%, 30d; SK이노베이션(096770) 8.9%, 150d; 현대모비스(012330) 26.1%, 60d; LG화학(051910) 1.7%, 120d",Y,N,20%
2025-05-31,셀트리온(068270),삼성바이오로직스(207940),"삼성전자(005930), LG화학(051910), SK이노베이션(096770), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 11.4%, 330d; LG화학(051910) 7.7%, 0d; SK이노베이션(096770) 20.3%, 180d; 현대모비스(012330) 8.9%, 90d; 셀트리온(068270) 51.7%, 0d",Y,Y,20%
2025-06-30,HD현대중공업(329180),셀트리온(068270),"삼성전자(005930), LG화학(051910), SK이노베이션(096770), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 46.6%, 360d; LG화학(051910) 3.3%, 30d; SK이노베이션(096770) 4.2%, 210d; 현대모비스(012330) 8.2%, 120d; HD현대중공업(329180) 37.7%, 0d",Y,N,20%
2025-07-31,-,HD현대중공업(329180),"삼성전자(005930), LG화학(051910), SK이노베이션(096770), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 46.5%, 390d; LG화학(051910) 13.2%, 60d; SK이노베이션(096770) 34.8%, 240d; 현대모비스(012330) 5.5%, 150d",Y,N,20%
2025-08-31,현대일렉트릭(267260),-,"LG화학(051910), 삼성전자(005930), SK이노베이션(096770), 현대모비스(012330)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"LG화학(051910) 34.5%, 90d; 삼성전자(005930) 4.7%, 420d; SK이노베이션(096770) 1.1%, 270d; 현대모비스(012330) 22.6%, 180d; 현대일렉트릭(267260) 37.1%, 0d",N,N,20%
2025-09-30,셀트리온(068270),-,"삼성전자(005930), LG화학(051910), SK이노베이션(096770), 현대모비스(012330), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 4.3%, 450d; LG화학(051910) 54.4%, 120d; SK이노베이션(096770) 4.2%, 300d; 현대모비스(012330) 11.5%, 210d; 현대일렉트릭(267260) 2.6%, 30d; 셀트리온(068270) 23.0%, 0d",N,N,20%
2025-10-31,HD현대중공업(329180),현대모비스(012330),"삼성전자(005930), 셀트리온(068270), LG화학(051910), SK이노베이션(096770), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 14.1%, 480d; 셀트리온(068270) 29.7%, 30d; LG화학(051910) 13.8%, 150d; SK이노베이션(096770) 11.5%, 330d; 현대일렉트릭(267260) 25.0%, 60d; HD현대중공업(329180) 5.9%, 0d",Y,N,20%
2025-11-30,-,LG화학(051910),"삼성전자(005930), 셀트리온(068270), HD현대중공업(329180), SK이노베이션(096770), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 0.6%, 510d; 셀트리온(068270) 36.4%, 60d; HD현대중공업(329180) 0.2%, 30d; SK이노베이션(096770) 36.4%, 360d; 현대일렉트릭(267260) 26.4%, 90d",Y,N,20%
2025-12-31,SK하이닉스(000660),-,"삼성전자(005930), 셀트리온(068270), HD현대중공업(329180), SK이노베이션(096770), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"삼성전자(005930) 0.7%, 540d; 셀트리온(068270) 9.5%, 90d; HD현대중공업(329180) 43.7%, 60d; SK이노베이션(096770) 0.2%, 390d; 현대일렉트릭(267260) 27.2%, 120d; SK하이닉스(000660) 18.7%, 0d",N,N,20%
2026-01-31,현대모비스(012330),삼성전자(005930),"셀트리온(068270), HD현대중공업(329180), SK하이닉스(000660), SK이노베이션(096770), 현대일렉트릭(267260)",hold-priority: edge+persist+confidence+soft+cooldown+cap20%,"셀트리온(068270) 15.8%, 120d; HD현대중공업(329180) 21.3%, 90d; SK하이닉스(000660) 17.5%, 30d; SK이노베이션(096770) 14.6%, 420d; 현대일렉트릭(267260) 3.9%, 150d; 현대모비스(012330) 26.9%, 0d",Y,N,20%
